academic_year,legacy,gender,campus_visit_date_exists,gpa_points,est_household_income_rank,IMP_ZIP_MILES_FROM_CAMPUS,leadsource_code,minority,IMP_SCHOOL_TYPE,IMP_ZIP_MEDIAN_INCOME_2,ACCEPTED,ACTIVE_PAID,miles_norm,gpa_norm,income_rank_norm,zip_rank_norm
2023,0,Female,0,1,6,327,ICV,0,Public,62063,1,0,0.07463369963369963,0.1,0.45454545454545453,0.3469299453250993
2023,1,Female,0,6,12,1794,IRA,1,Public,84123,1,0,0.41048534798534797,0.6,1.0,0.4708896893139508
2023,0,Male,1,10,6,55,ICV,0,Public,39876,1,0,0.012362637362637362,1.0,0.45454545454545453,0.22225656183096296
2023,0,Male,1,7,6,152,ICV,0,Public,49778,1,0,0.03456959706959707,0.7,0.45454545454545453,0.2778979664083704
2023,0,Female,0,0,6,11,IXC,0,Public,43836,1,0,0.0022893772893772895,0.0,0.45454545454545453,0.2445086282949635
2023,0,Male,0,2,6,327,ISH,0,IndependentNotReligious,62063,1,0,0.07463369963369963,0.2,0.45454545454545453,0.3469299453250993
2023,0,Male,1,10,6,107,ICV,0,Public,84723,1,0,0.024267399267399268,1.0,0.45454545454545453,0.4742612145357691
2023,1,Female,1,5,6,327,ITW,0,Public,62063,1,0,0.07463369963369963,0.5,0.45454545454545453,0.3469299453250993
2023,0,Female,0,9,6,1868,IOC,0,Public,96609,1,0,0.4274267399267399,0.9,0.45454545454545453,0.5410511291799889
2023,0,Female,1,10,6,489,ISH,0,Public,49620,1,0,0.11172161172161173,1.0,0.45454545454545453,0.27701013143329156
2023,0,Male,0,3,6,73,ISC,0,IndependentCatholic,47378,1,0,0.016483516483516484,0.3,0.45454545454545453,0.2644118655210973
2023,0,Female,0,10,6,48,ICP,0,Public,82779,1,0,0.01076007326007326,1.0,0.45454545454545453,0.4633374728170779
2023,0,Female,1,10,6,275,ICV,0,Public,73968,1,0,0.06272893772893773,1.0,0.45454545454545453,0.4138266249346767
2023,0,Male,1,1,6,40,ISH,0,Public,116894,1,0,0.008928571428571428,0.1,0.45454545454545453,0.6550367777209614
2023,0,Male,0,7,6,327,ISH,0,Public,62063,1,0,0.07463369963369963,0.7,0.45454545454545453,0.3469299453250993
2023,0,Female,0,10,6,142,ISH,1,Public,35721,1,0,0.032280219780219783,1.0,0.45454545454545453,0.1989087496698715
2023,1,Female,1,10,6,510,ISH,0,Public,47721,1,0,0.11652930402930403,1.0,0.45454545454545453,0.26633925410623677
2023,0,Female,0,10,6,826,ISH,0,Public,44067,1,0,0.18887362637362637,1.0,0.45454545454545453,0.24580666550536354
2023,0,Female,0,5,6,1844,ITW,0,Public,24762,1,0,0.42193223443223443,0.5,0.45454545454545453,0.1373278414933609
2023,0,Female,1,10,6,218,ISH,1,Public,73718,1,0,0.049679487179487176,1.0,0.45454545454545453,0.4124218227589191
2023,0,Male,1,5,6,175,ICV,0,IndependentNotReligious,61307,1,0,0.03983516483516483,0.5,0.45454545454545453,0.34268182354560833
2023,0,Male,1,8,6,54,IOC,0,Public,105579,1,0,0.012133699633699634,0.8,0.45454545454545453,0.591455431246172
2023,0,Female,0,10,6,213,ISH,0,Public,57438,1,0,0.048534798534798536,1.0,0.45454545454545453,0.32094110507358353
2023,0,Female,1,7,6,218,ICV,0,IndependentNotReligious,112530,1,0,0.049679487179487176,0.7,0.45454545454545453,0.6305145509409364
2023,0,Female,0,10,6,1531,IXC,0,IndependentNotReligious,36350,1,0,0.35027472527472525,1.0,0.45454545454545453,0.20244323194407762
2023,0,Female,1,9,6,154,IRB,0,Public,65644,1,0,0.03502747252747253,0.9,0.45454545454545453,0.3670523316906513
2023,0,Female,1,10,6,54,ICV,0,Public,105579,1,0,0.012133699633699634,1.0,0.45454545454545453,0.591455431246172
2023,0,Female,1,2,6,168,ICV,0,IndependentNotReligious,84270,1,0,0.038232600732600736,0.2,0.45454545454545453,0.4717157129932963
2023,0,Female,1,10,6,182,ISC,0,Public,73220,1,0,0.041437728937728936,1.0,0.45454545454545453,0.40962345682480994
2023,0,Female,0,10,6,88,ISH,1,Public,50118,1,0,0.019917582417582416,1.0,0.45454545454545453,0.2798084973674007
2023,0,Female,0,10,6,43,ISH,1,Public,104379,1,0,0.009615384615384616,1.0,0.45454545454545453,0.5847123808025354
2023,0,Female,0,3,6,455,ICV,0,IndependentNotReligious,106985,1,0,0.10393772893772894,0.3,0.45454545454545453,0.5993560386826328
2023,0,Female,0,9,6,506,ICP,0,IndependentNotReligious,84347,1,0,0.11561355311355312,0.9,0.45454545454545453,0.4721483920634296
2023,0,Male,0,10,6,111,ICP,0,Public,64800,1,0,0.025183150183150184,1.0,0.45454545454545453,0.3623097195452936
2023,1,Male,1,5,6,151,ICP,0,IndependentNotReligious,52591,1,0,0.034340659340659344,0.5,0.45454545454545453,0.293704800489995
2023,1,Female,1,6,6,79,IRA,0,Public,48597,1,0,0.017857142857142856,0.6,0.45454545454545453,0.2712616809300914
2023,0,Female,1,9,6,525,ICP,0,Public,53562,1,0,0.11996336996336997,0.9,0.45454545454545453,0.29916105214063754
2023,0,Male,0,1,6,257,ISA,0,Other,36354,1,0,0.05860805860805861,0.1,0.45454545454545453,0.20246570877888975
2023,0,Female,1,10,6,45,ICV,0,Public,78388,1,0,0.010073260073260074,1.0,0.45454545454545453,0.43866352740207126
2023,0,Male,0,10,6,231,ISH,0,Public,50580,1,0,0.052655677655677656,1.0,0.45454545454545453,0.2824045717882008
2023,0,Female,1,7,6,168,ICV,0,Public,43945,1,0,0.038232600732600736,0.7,0.45454545454545453,0.24512112204359382
2023,0,Male,0,1,6,33,IPA,1,Public,47191,1,0,0.007326007326007326,0.1,0.45454545454545453,0.26336107349363064
2023,0,Female,0,3,6,5,ISA,0,Public,41004,1,0,0.0009157509157509158,0.3,0.45454545454545453,0.2285950292479813
2023,0,Female,0,5,6,327,IPA,1,Public,62063,1,0,0.07463369963369963,0.5,0.45454545454545453,0.3469299453250993
2023,0,Male,1,9,6,171,ISA,0,IndependentNotReligious,101556,1,0,0.03891941391941392,0.9,0.45454545454545453,0.5688493546338804
2023,1,Female,1,10,6,34,IRB,0,Public,69695,1,0,0.007554945054945055,1.0,0.45454545454545453,0.3898157461466276
2023,1,Male,0,4,6,167,IRB,0,Public,55840,1,0,0.038003663003663,0.4,0.45454545454545453,0.3119616095661409
2023,0,Female,1,5,6,327,ITW,0,IndependentNotReligious,62063,1,0,0.07463369963369963,0.5,0.45454545454545453,0.3469299453250993
2023,0,Female,0,10,6,81,IND,0,Public,53690,1,0,0.018315018315018316,1.0,0.45454545454545453,0.29988031085462546
2023,0,Male,1,9,6,47,ITW,0,IndependentNotReligious,36132,1,0,0.010531135531135532,0.9,0.45454545454545453,0.201218244446817
2023,1,Male,1,3,6,57,IRA,0,Public,65391,1,0,0.01282051282051282,0.3,0.45454545454545453,0.3656306718887846
2023,1,Female,1,3,8,63,ISH,0,Public,51646,1,0,0.014194139194139194,0.3,0.6363636363636364,0.2883946482656312
2023,0,Male,1,10,12,873,ICV,0,IndependentNotReligious,63715,1,0,0.19963369963369965,1.0,1.0,0.3562128781025056
2023,1,Female,1,10,6,198,IRA,0,IndependentNotReligious,81552,1,0,0.0451007326007326,1.0,0.45454545454545453,0.4564427037384596
2023,1,Female,0,8,6,348,IRB,0,Public,39485,1,0,0.07944139194139194,0.8,0.45454545454545453,0.22005945122807807
2023,1,Male,1,7,6,153,IRB,0,IndependentNotReligious,62543,1,0,0.0347985347985348,0.7,0.45454545454545453,0.3496271655025539
2023,0,Female,0,10,6,137,ICP,1,Public,39216,1,0,0.031135531135531136,1.0,0.45454545454545453,0.21854788408696288
2023,0,Male,1,9,6,1031,ICP,0,IndependentNotReligious,55714,1,0,0.2358058608058608,0.9,0.45454545454545453,0.31125358926955904
2023,0,Male,0,2,7,221,IOC,0,Public,77232,1,0,0.05036630036630037,0.2,0.5454545454545454,0.43216772214136806
2023,0,Female,1,1,6,134,ICV,1,IndependentNotReligious,35936,1,0,0.030448717948717948,0.1,0.45454545454545453,0.20011687954102303
2023,0,Male,0,10,12,63,ICA,0,IndependentNotReligious,74793,1,0,0.014194139194139194,1.0,1.0,0.4184624721146768
2023,0,Female,0,6,6,152,IRB,1,Public,32716,1,0,0.03456959706959707,0.6,0.45454545454545453,0.182023027517265
2023,0,Female,1,10,6,506,IRB,0,IndependentNotReligious,95540,1,0,0.11561355311355312,1.0,0.45454545454545453,0.5350441950764493
2023,1,Male,0,0,6,171,IRA,0,IndependentNotReligious,75782,1,0,0.03891941391941392,0.0,0.45454545454545453,0.4240198695219739
2023,1,Male,1,10,6,80,ICM,0,Public,48378,1,0,0.018086080586080588,1.0,0.45454545454545453,0.27003107422412775
2023,0,Female,0,9,6,1304,ISH,0,Public,37204,1,0,0.2983058608058608,0.9,0.45454545454545453,0.20724203617646564
2023,0,Male,1,10,6,48,ICP,0,Public,43677,1,0,0.01076007326007326,1.0,0.45454545454545453,0.24361517411118166
2023,0,Male,0,10,6,1030,ISA,0,Public,71893,1,0,0.23557692307692307,1.0,0.45454545454545453,0.40216676687588854
2023,0,Female,1,10,6,166,ICP,0,IndependentNotReligious,81994,1,0,0.03777472527472527,1.0,0.45454545454545453,0.458926393985199
2023,0,Male,1,10,6,63,ICP,0,Public,74793,1,0,0.014194139194139194,1.0,0.45454545454545453,0.4184624721146768
2023,0,Female,0,8,6,213,ISH,0,Public,57438,1,0,0.048534798534798536,0.8,0.45454545454545453,0.32094110507358353
2023,0,Female,0,10,6,154,ICP,0,Public,43949,1,0,0.03502747252747253,1.0,0.45454545454545453,0.24514359887840595
2023,0,Male,1,0,6,39,ICP,0,Public,64961,1,0,0.0086996336996337,0.0,0.45454545454545453,0.36321441214648154
2023,0,Female,0,10,6,180,IFA,0,Public,56269,1,0,0.04097985347985348,1.0,0.45454545454545453,0.31437225009974096
2023,0,Female,0,10,6,135,ISA,1,Public,32008,1,0,0.030677655677655676,1.0,0.45454545454545453,0.17804462775551946
2023,0,Female,0,10,6,327,ITW,1,Public,62063,1,0,0.07463369963369963,1.0,0.45454545454545453,0.3469299453250993
2023,0,Male,0,10,6,156,ICV,0,Public,171585,1,0,0.035485347985347984,1.0,0.45454545454545453,0.9623569208983991
2023,0,Male,1,1,6,155,ICP,0,IndependentNotReligious,128869,1,0,0.035256410256410256,0.1,0.45454545454545453,0.7223268019397509
2023,0,Male,1,3,6,607,ICP,0,Public,26324,1,0,0.13873626373626374,0.3,0.45454545454545453,0.14610504548749445
2023,0,Female,0,10,6,102,ICP,0,Public,41028,1,0,0.023122710622710624,1.0,0.45454545454545453,0.22872989025685403
2023,0,Male,0,5,6,227,IOC,0,Public,49204,1,0,0.051739926739926737,0.5,0.45454545454545453,0.2746725406128309
2023,0,Male,1,1,6,162,ICP,0,Public,69888,1,0,0.03685897435897436,0.1,0.45454545454545453,0.3909002534263125
2023,0,Female,1,10,6,86,ICV,0,IndependentNotReligious,44864,1,0,0.01945970695970696,1.0,0.45454545454545453,0.2502851748416788
2023,0,Female,0,9,6,150,ISA,0,IndependentNotReligious,46890,1,0,0.03411172161172161,0.9,0.45454545454545453,0.2616696916740185
2023,0,Male,0,7,6,128,ICP,0,Public,62756,1,0,0.029075091575091576,0.7,0.45454545454545453,0.3508240569562994
2023,0,Male,1,10,6,1817,ICV,0,IndependentNotReligious,68643,1,0,0.4157509157509158,1.0,0.45454545454545453,0.3839043385910396
2023,1,Male,0,5,6,131,IFA,0,IndependentNotReligious,41409,1,0,0.02976190476190476,0.5,0.45454545454545453,0.23087080877270863
2023,1,Male,1,10,6,41,IRA,0,Public,77588,1,0,0.009157509157509158,1.0,0.45454545454545453,0.4341681604396469
2023,0,Female,0,10,6,53,ICP,1,Public,63242,1,0,0.011904761904761904,1.0,0.45454545454545453,0.3535549923859722
2023,0,Female,0,10,6,1902,ICV,0,Public,45053,1,0,0.4352106227106227,1.0,0.45454545454545453,0.2513472052865515
2023,0,Female,1,10,6,171,ISH,1,IndependentNotReligious,75782,1,0,0.03891941391941392,1.0,0.45454545454545453,0.4240198695219739
2023,0,Female,0,10,6,1375,ISC,0,Public,75640,1,0,0.31456043956043955,1.0,0.45454545454545453,0.4232219418861436
2023,0,Male,0,0,6,148,IAX,1,IndependentNotReligious,75222,1,0,0.03365384615384615,0.0,0.45454545454545453,0.42087311264827687
2023,0,Male,0,0,6,270,ISA,1,Other,42798,1,0,0.06158424908424909,0.0,0.45454545454545453,0.23867588966121792
2023,0,Female,0,6,6,714,ICP,1,Public,49643,1,0,0.16323260073260074,0.6,0.45454545454545453,0.2771393732334613
2023,0,Male,0,10,6,104,IFA,0,Public,57113,1,0,0.02358058608058608,1.0,0.45454545454545453,0.31911486224509866
2023,0,Male,0,4,6,221,IFA,0,Public,67408,1,0,0.05036630036630037,0.4,0.45454545454545453,0.376964615842797
2023,0,Female,0,0,6,164,ICP,1,Public,101810,1,0,0.037316849816849816,0.0,0.45454545454545453,0.5702766336444501
2023,0,Male,0,10,6,327,ISH,1,Public,62063,1,0,0.07463369963369963,1.0,0.45454545454545453,0.3469299453250993
2023,0,Female,0,10,6,173,IFA,0,Public,41586,1,0,0.039377289377289376,1.0,0.45454545454545453,0.231865408713145
2023,0,Male,0,6,6,411,ISA,0,Public,46539,1,0,0.09386446886446886,0.6,0.45454545454545453,0.25969734941925476
2023,0,Female,0,3,6,114,ICP,0,IndependentNotReligious,56683,1,0,0.025869963369963368,0.3,0.45454545454545453,0.3166986025027956
2023,0,Male,0,1,6,133,ISA,0,IndependentNotReligious,58749,1,0,0.03021978021978022,0.1,0.45454545454545453,0.3283078876832564
2023,1,Male,1,5,6,180,IRA,0,Public,56269,1,0,0.04097985347985348,0.5,0.45454545454545453,0.31437225009974096
2023,0,Male,0,10,6,72,ICP,0,Public,54557,1,0,0.016254578754578756,1.0,0.45454545454545453,0.3047521648001528
2023,0,Female,1,10,6,140,ICP,0,Public,77271,1,0,0.03182234432234432,1.0,0.45454545454545453,0.43238687128078623
2023,0,Female,0,8,6,506,ISH,0,OtherIndependentReligious,67089,1,0,0.11561355311355312,0.8,0.45454545454545453,0.3751720882665303
2023,0,Male,0,3,6,1908,ISA,0,Public,60919,1,0,0.4365842490842491,0.3,0.45454545454545453,0.3405015705688325
2023,1,Female,0,10,6,173,ICV,1,Public,53099,1,0,0.039377289377289376,1.0,0.45454545454545453,0.29655935851113446
2023,0,Female,1,8,6,204,ICV,1,Public,49588,1,0,0.046474358974358976,0.8,0.45454545454545453,0.2768303167547946
2023,0,Female,1,10,6,549,ITW,0,IndependentNotReligious,65527,1,0,0.12545787545787546,1.0,0.45454545454545453,0.36639488427239675
2023,0,Male,1,9,6,183,ICM,0,Public,77893,1,0,0.041666666666666664,0.9,0.45454545454545453,0.43588201909407115
2023,0,Female,1,5,6,61,IPA,0,Public,46912,1,0,0.013736263736263736,0.5,0.45454545454545453,0.26179331426548513
2023,0,Male,0,9,6,1028,ISC,0,Public,61105,1,0,0.23511904761904762,0.9,0.45454545454545453,0.34154674338759616
2023,1,Female,0,10,6,943,ISC,0,Public,63338,1,0,0.21565934065934067,1.0,0.45454545454545453,0.35409443642146315
2023,1,Female,0,10,6,968,ISC,0,IndependentNotReligious,63454,1,0,0.22138278388278387,1.0,0.45454545454545453,0.35474626463101466
2023,0,Female,0,7,6,327,ICP,1,Other,62063,1,0,0.07463369963369963,0.7,0.45454545454545453,0.3469299453250993
2023,0,Female,1,7,6,571,ISC,0,Public,51838,1,0,0.1304945054945055,0.7,0.45454545454545453,0.2894735363366131
2023,0,Female,1,10,6,63,ICV,0,Public,74793,1,0,0.014194139194139194,1.0,0.45454545454545453,0.4184624721146768
2023,0,Female,1,10,6,109,ICP,0,Public,40628,1,0,0.024725274725274724,1.0,0.45454545454545453,0.22648220677564185
2023,0,Female,1,6,6,32,ISA,0,Public,39306,1,0,0.007097069597069597,0.6,0.45454545454545453,0.21905361287023561
2023,0,Female,0,10,6,271,ITA,0,Public,54213,1,0,0.061813186813186816,1.0,0.45454545454545453,0.30281915700631035
2023,0,Female,0,5,6,45,ICP,0,Public,43136,1,0,0.010073260073260074,0.5,0.45454545454545453,0.24057518220284219
2023,0,Female,1,3,6,183,ISA,0,Other,78496,1,0,0.041666666666666664,0.3,0.45454545454545453,0.4392704019419985
2023,0,Male,1,10,6,37,IXC,0,Public,60077,1,0,0.008241758241758242,1.0,0.45454545454545453,0.3357701968408809
2023,0,Female,1,10,6,273,ITW,0,Public,72246,1,0,0.06227106227106227,1.0,0.45454545454545453,0.4041503475480583
2023,0,Female,1,8,6,47,ISC,0,IndependentNotReligious,36132,1,0,0.010531135531135532,0.8,0.45454545454545453,0.201218244446817
2023,0,Female,0,10,6,1368,ITW,0,Public,40604,1,0,0.31295787545787546,1.0,0.45454545454545453,0.22634734576676913
2023,0,Female,0,10,6,915,ISH,0,Public,46711,1,0,0.20924908424908426,1.0,0.45454545454545453,0.26066385331617603
2023,0,Female,0,10,6,1038,ICP,0,Charter,101405,1,0,0.2374084249084249,1.0,0.45454545454545453,0.5680008541197229
2023,0,Male,1,10,6,166,ICP,0,Public,81994,1,0,0.03777472527472527,1.0,0.45454545454545453,0.458926393985199
2023,0,Female,0,1,6,158,ICP,0,Public,52640,1,0,0.03594322344322344,0.1,0.45454545454545453,0.2939801417164435
2023,1,Male,1,10,6,167,IRB,0,IndependentNotReligious,55840,1,0,0.038003663003663,1.0,0.45454545454545453,0.3119616095661409
2023,0,Male,1,2,6,43,ICP,0,Public,104379,1,0,0.009615384615384616,0.2,0.45454545454545453,0.5847123808025354
2023,0,Female,1,9,6,72,ICP,0,Public,49718,1,0,0.016254578754578756,0.9,0.45454545454545453,0.27756081388618853
2023,0,Male,0,10,6,107,ICP,0,Public,72391,1,0,0.024267399267399268,1.0,0.45454545454545453,0.4049651328099977
2023,0,Male,1,2,6,106,ICV,0,Public,56989,1,0,0.02403846153846154,0.2,0.45454545454545453,0.3184180803659229
2023,0,Male,1,2,6,128,ISA,1,Public,72081,1,0,0.029075091575091576,0.2,0.45454545454545453,0.40322317811205827
2023,0,Male,0,8,6,1820,ICP,0,IndependentNotReligious,66276,1,0,0.41643772893772896,0.8,0.45454545454545453,0.3706036715909666
2023,0,Female,1,7,6,49,ISA,0,Public,40402,1,0,0.01098901098901099,0.7,0.45454545454545453,0.22521226560875698
2023,0,Female,1,10,6,125,ICV,0,IndependentNotReligious,59731,1,0,0.028388278388278388,1.0,0.45454545454545453,0.33382595062963233
2023,0,Female,0,10,6,1634,ICP,0,IndependentNotReligious,62122,1,0,0.37385531135531136,1.0,0.45454545454545453,0.3472614786385781
2023,0,Female,1,10,6,200,ISA,0,IndependentNotReligious,77051,1,0,0.045558608058608056,1.0,0.45454545454545453,0.4311506453661195
2023,0,Female,0,10,6,1027,ICP,0,IndependentNotReligious,103525,1,0,0.2348901098901099,1.0,0.45454545454545453,0.5799135765701474
2023,0,Female,0,10,6,132,ISA,0,Public,38138,1,0,0.029990842490842492,1.0,0.45454545454545453,0.21249037710509605
2023,0,Female,1,10,6,90,ISC,0,Public,54636,1,0,0.020375457875457876,1.0,0.45454545454545453,0.30519608228769224
2023,0,Female,0,10,6,68,ICP,0,Public,46267,1,0,0.015338827838827838,1.0,0.45454545454545453,0.2581689246520305
2023,0,Male,1,10,6,101,ICP,0,IndependentNotReligious,76855,1,0,0.022893772893772892,1.0,0.45454545454545453,0.4300492804603256
2023,0,Female,1,4,6,1840,ICV,0,Public,91371,1,0,0.4210164835164835,0.4,0.45454545454545453,0.5116177139935154
2023,0,Female,0,4,6,1030,ICP,0,Public,104769,1,0,0.23557692307692307,0.4,0.45454545454545453,0.5869038721967172
2023,0,Female,0,10,6,30,ICP,0,Public,41944,1,0,0.006639194139194139,1.0,0.45454545454545453,0.2338770854288299
2023,0,Male,1,3,6,189,ICP,0,Public,63535,1,0,0.04304029304029304,0.3,0.45454545454545453,0.3552014205359601
2023,0,Female,1,5,6,124,ISA,0,IndependentNotReligious,69033,1,0,0.02815934065934066,0.5,0.45454545454545453,0.38609582998522146
2023,0,Male,0,5,6,327,ICP,1,Public,62063,1,0,0.07463369963369963,0.5,0.45454545454545453,0.3469299453250993
2023,0,Female,0,3,6,24,ICP,0,Public,61471,1,0,0.005265567765567766,0.3,0.45454545454545453,0.3436033737729053
2023,1,Male,0,9,6,9,IRA,0,IndependentNotReligious,32972,1,0,0.0018315018315018315,0.9,0.45454545454545453,0.1834615449452408
2023,1,Male,0,6,6,200,IRA,0,IndependentNotReligious,70603,1,0,0.045558608058608056,0.6,0.45454545454545453,0.3949179876489793
2023,1,Female,1,10,6,565,ISA,0,Public,92154,1,1,0.12912087912087913,1.0,0.45454545454545453,0.5160175544079882
2023,0,Male,0,0,6,20,IRB,0,Public,54550,1,1,0.00434981684981685,0.0,0.45454545454545453,0.30471283033923163
2023,0,Female,1,5,6,125,IFA,0,IndependentNotReligious,59731,1,0,0.028388278388278388,0.5,0.45454545454545453,0.33382595062963233
2023,0,Female,0,8,8,304,ISH,0,Public,40725,1,1,0.06936813186813187,0.8,0.6363636363636364,0.2270272700198358
2023,0,Female,1,2,6,18,IND,0,Public,49965,1,1,0.003891941391941392,0.2,0.45454545454545453,0.27894875843583705
2023,1,Male,1,10,6,34,ISA,0,Public,42235,1,1,0.007554945054945055,1.0,0.45454545454545453,0.23551227516141177
2023,0,Female,1,10,6,327,ISA,0,Public,62063,1,1,0.07463369963369963,1.0,0.45454545454545453,0.3469299453250993
2023,0,Female,1,10,6,316,ICP,0,Public,47693,1,1,0.07211538461538461,1.0,0.45454545454545453,0.2661819162625519
2023,0,Male,1,3,6,85,ITW,1,IndependentNotReligious,52092,1,1,0.019230769230769232,0.3,0.45454545454545453,0.2909008153471828
2023,0,Male,1,0,6,27,ICV,0,Public,43350,1,1,0.005952380952380952,0.0,0.45454545454545453,0.24177769286529072
2023,0,Male,0,3,6,916,ISA,1,Public,44709,1,1,0.20947802197802198,0.3,0.45454545454545453,0.24941419749270907
2023,1,Female,1,7,6,89,IRA,0,Public,47198,1,1,0.020146520146520148,0.7,0.45454545454545453,0.26340040795455183
2023,1,Male,1,2,8,63,IRB,0,Public,58997,1,1,0.014194139194139194,0.2,0.6363636363636364,0.329701451441608
2023,0,Female,0,10,6,327,ISH,0,IndependentNotReligious,62063,1,0,0.07463369963369963,1.0,0.45454545454545453,0.3469299453250993
2023,1,Female,1,5,6,48,IRA,0,Public,99802,1,1,0.01076007326007326,0.5,0.45454545454545453,0.558993262568765
2023,0,Female,1,10,6,84,ICV,0,Public,46460,1,1,0.0190018315018315,1.0,0.45454545454545453,0.25925343193171535
2023,1,Male,1,9,8,68,IRA,0,Public,68085,1,1,0.015338827838827838,0.9,0.6363636363636364,0.3807688201347486
2023,1,Male,1,10,6,811,ICV,0,Public,63068,1,1,0.18543956043956045,1.0,0.45454545454545453,0.3525772500716449
2023,0,Female,1,10,6,214,IOC,0,IndependentNotReligious,69318,1,1,0.048763736263736264,1.0,0.45454545454545453,0.38769730446558515
2023,0,Female,1,10,6,173,ICV,0,Public,84059,1,0,0.039377289377289376,1.0,0.45454545454545453,0.47053005995695685
2023,1,Female,1,1,10,327,IRA,0,IndependentNotReligious,62063,1,1,0.07463369963369963,0.1,0.8181818181818182,0.3469299453250993
2023,0,Female,1,6,6,642,ICV,0,Public,50455,1,1,0.14674908424908426,0.6,0.45454545454545453,0.281702170700322
2023,0,Male,1,8,6,43,ICV,0,Public,104379,1,1,0.009615384615384616,0.8,0.45454545454545453,0.5847123808025354
2023,0,Female,1,8,6,104,ITW,0,Public,47366,1,1,0.02358058608058608,0.8,0.45454545454545453,0.26434443501666094
2023,0,Female,1,10,6,101,ICV,0,Public,43548,1,1,0.022893772893772892,1.0,0.45454545454545453,0.24289029618849073
2023,0,Male,1,10,6,43,ICV,0,Public,104379,1,0,0.009615384615384616,1.0,0.45454545454545453,0.5847123808025354
2023,1,Female,1,10,6,41,ISH,0,IndependentNotReligious,38316,1,0,0.009157509157509158,1.0,0.45454545454545453,0.21349059625423547
2023,0,Female,1,7,6,45,ICV,1,Public,82954,1,1,0.010073260073260074,0.7,0.45454545454545453,0.46432083434010823
2023,0,Male,1,0,6,56,ICP,1,Public,48331,1,1,0.012591575091575092,0.0,0.45454545454545453,0.2697669714150853
2023,0,Female,1,10,6,79,IOC,0,Public,50804,1,1,0.017857142857142856,1.0,0.45454545454545453,0.2836632745376796
2023,0,Female,1,10,11,900,ITW,0,Public,63976,1,1,0.2058150183150183,1.0,0.9090909090909091,0.35767949157399653
2023,0,Male,1,4,6,61,ICV,0,Public,71845,1,1,0.013736263736263736,0.4,0.45454545454545453,0.4018970448581431
2023,0,Female,1,3,6,39,ICV,0,Public,39566,1,1,0.0086996336996337,0.3,0.45454545454545453,0.22051460713302354
2023,0,Female,1,8,6,56,ITA,0,Public,66148,1,1,0.012591575091575092,0.8,0.45454545454545453,0.36988441287697865
2023,0,Female,0,10,6,192,ICP,1,IndependentNotReligious,72490,1,1,0.043727106227106224,1.0,0.45454545454545453,0.4055214344715977
2023,0,Male,1,10,6,186,ISA,0,Other,75752,1,1,0.042353479853479856,1.0,0.45454545454545453,0.423851293260883
2023,0,Male,1,10,6,218,IFA,0,IndependentNotReligious,73718,1,1,0.049679487179487176,1.0,0.45454545454545453,0.4124218227589191
2023,1,Male,1,9,6,24,IRA,0,Public,61471,1,1,0.005265567765567766,0.9,0.45454545454545453,0.3436033737729053
2023,0,Female,1,1,6,1904,ISA,1,Other,47961,1,1,0.4356684981684982,0.1,0.45454545454545453,0.26768786419496404
2023,0,Male,1,4,6,175,ISC,0,Public,57264,1,1,0.03983516483516483,0.4,0.45454545454545453,0.31996336275925624
2023,0,Female,1,3,6,63,ICV,0,Public,74793,1,1,0.014194139194139194,0.3,0.45454545454545453,0.4184624721146768
2023,1,Male,1,8,6,41,IRA,0,IndependentNotReligious,68906,1,1,0.009157509157509158,0.8,0.45454545454545453,0.3853821904799366
2023,0,Female,1,10,6,302,ICV,0,Public,84496,1,0,0.06891025641025642,1.0,0.45454545454545453,0.4729856541601812
2023,0,Male,1,10,6,45,ICV,0,Public,78388,1,1,0.010073260073260074,1.0,0.45454545454545453,0.43866352740207126
2023,0,Male,1,10,6,81,ICM,0,Public,48484,1,1,0.018315018315018316,1.0,0.45454545454545453,0.270626710346649
2023,1,Female,1,10,6,165,IRA,0,Public,75670,1,1,0.037545787545787544,1.0,0.45454545454545453,0.4233905181472345
2023,0,Female,1,10,9,171,IRA,0,IndependentNotReligious,75782,1,1,0.03891941391941392,1.0,0.7272727272727273,0.4240198695219739
2023,0,Male,1,10,6,179,ICP,0,IndependentNotReligious,90648,1,0,0.04075091575091575,1.0,0.45454545454545453,0.5075550261012244
2023,0,Male,0,3,11,171,ISH,0,Public,78326,1,1,0.03891941391941392,0.3,0.9090909090909091,0.4383151364624834
2023,0,Male,1,1,6,65,ICV,0,Other,47567,1,1,0.014652014652014652,0.1,0.45454545454545453,0.2654738959659701
2023,0,Male,0,2,6,327,ISA,1,Public,62063,1,1,0.07463369963369963,0.2,0.45454545454545453,0.3469299453250993
2023,0,Female,1,10,6,68,ICV,0,Public,75126,1,1,0.015338827838827838,1.0,0.45454545454545453,0.4203336686127859
2023,0,Female,1,8,6,88,ICV,0,Public,50118,1,1,0.019917582417582416,0.8,0.45454545454545453,0.2798084973674007
2023,0,Male,1,4,6,50,IRB,0,Charter,50524,1,1,0.011217948717948718,0.4,0.45454545454545453,0.2820898961008311
2023,0,Male,1,10,6,91,ITW,0,Public,51259,1,1,0.020604395604395604,1.0,0.45454545454545453,0.28622001449755846
2023,0,Male,1,10,6,1,ITW,0,Public,55444,1,1,0.0,1.0,0.45454545454545453,0.30973640291974086
