academic_year,legacy,gender,campus_visit_date_exists,gpa_points,est_household_income_rank,IMP_ZIP_MILES_FROM_CAMPUS,leadsource_code,minority,IMP_SCHOOL_TYPE,IMP_ZIP_MEDIAN_INCOME_2,ACCEPTED,ACTIVE_PAID,miles_norm,gpa_norm,income_rank_norm,zip_rank_norm
2021,0,Female,0,5,12,932,ICV,1,Public,153649,1,0,0.21314102564102563,0.5,1.0,0.8615707936008451
2021,0,Female,1,10,12,452,ICV,0,IndependentNotReligious,118292,1,1,0.10325091575091574,1.0,1.0,0.6628924314877979
2021,1,Female,1,10,1,327,ISH,0,IndependentNotReligious,62063,1,1,0.07463369963369963,1.0,0.0,0.3469299453250993
2021,0,Male,1,2,6,15,ICV,0,Other,38275,1,0,0.003205128205128205,0.2,0.45454545454545453,0.21326020869741122
2021,1,Female,1,10,6,191,IRA,0,Public,55406,1,0,0.043498168498168496,1.0,0.45454545454545453,0.3095228729890257
2021,0,Male,0,2,12,43,ICA,0,Public,104379,1,0,0.009615384615384616,0.2,1.0,0.5847123808025354
2021,0,Female,1,0,7,93,ICV,0,Public,89708,1,1,0.021062271062271064,0.0,0.5454545454545454,0.5022729699203758
2021,0,Male,1,10,6,1,IOC,0,IndependentNotReligious,55444,1,1,0.0,1.0,0.45454545454545453,0.30973640291974086
2021,1,Female,1,10,1,91,IND,1,Public,43907,1,1,0.020604395604395604,1.0,0.0,0.24490759211287866
2021,1,Male,1,7,5,9,IAP,0,Public,45686,1,0,0.0018315018315018315,0.7,0.36363636363636365,0.25490416439556984
2021,0,Male,1,3,4,38,ISH,0,Public,56085,1,1,0.00847069597069597,0.3,0.2727272727272727,0.31333831569838333
2021,0,Female,0,0,6,61,ISA,0,Public,43520,1,0,0.013736263736263736,0.0,0.45454545454545453,0.24273295834480588
2021,0,Female,0,5,5,129,IPA,0,Public,42993,1,1,0.029304029304029304,0.5,0.36363636363636365,0.23977163535830884
2021,1,Male,1,4,6,1,IRB,0,IndependentNotReligious,55444,1,1,0.0,0.4,0.45454545454545453,0.30973640291974086
2021,0,Male,1,1,6,1028,ISC,0,Charter,106001,1,1,0.23511904761904762,0.1,0.45454545454545453,0.5938267373188507
2021,0,Female,1,5,4,137,ISH,1,Public,39216,1,1,0.031135531135531136,0.5,0.2727272727272727,0.21854788408696288
2021,0,Male,1,2,6,150,ISA,1,IndependentNotReligious,53649,1,1,0.03411172161172161,0.2,0.45454545454545453,0.2996499232978012
2021,0,Male,0,10,6,146,ISC,0,Public,42864,1,1,0.033195970695970696,1.0,0.45454545454545453,0.23904675743561793
2021,0,Male,1,10,9,11,IOC,0,IndependentNotReligious,43836,1,1,0.0022893772893772895,1.0,0.7272727272727273,0.2445086282949635
2021,0,Female,0,2,6,130,ISA,1,Public,52163,1,0,0.029532967032967032,0.2,0.45454545454545453,0.29129977916509797
2021,0,Female,1,2,9,112,ISH,0,Other,50455,1,1,0.025412087912087912,0.2,0.7272727272727273,0.281702170700322
2021,0,Male,1,10,6,608,IRA,0,Public,57367,1,1,0.13896520146520147,1.0,0.45454545454545453,0.3205421412556684
2021,1,Male,1,5,2,32,IND,0,Public,39306,1,1,0.007097069597069597,0.5,0.09090909090909091,0.21905361287023561
2021,1,Female,1,0,6,45,ITA,0,Public,82954,1,1,0.010073260073260074,0.0,0.45454545454545453,0.46432083434010823
2021,0,Female,0,10,6,327,ITW,0,Other,62063,1,0,0.07463369963369963,1.0,0.45454545454545453,0.3469299453250993
2021,0,Male,0,5,6,327,ISA,0,Public,62063,1,0,0.07463369963369963,0.5,0.45454545454545453,0.3469299453250993
2021,0,Female,1,7,1,34,ICV,0,Public,42235,1,1,0.007554945054945055,0.7,0.0,0.23551227516141177
2021,0,Male,0,4,6,63,IRM,0,IndependentNotReligious,74793,1,1,0.014194139194139194,0.4,0.45454545454545453,0.4184624721146768
2021,0,Female,1,2,3,347,---,0,Public,44635,1,0,0.07921245421245421,0.2,0.18181818181818182,0.24899837604868483
2021,1,Female,1,10,5,1,ISC,0,Public,55444,1,1,0.0,1.0,0.36363636363636365,0.30973640291974086
2021,0,Male,1,10,1,91,ISH,0,IndependentNotReligious,87378,1,1,0.020604395604395604,1.0,0.0,0.4891802136423149
2021,0,Female,1,10,8,105,ICV,0,Public,93170,1,1,0.023809523809523808,1.0,0.6363636363636364,0.5217266704502672
2021,0,Female,1,0,6,518,ICP,1,Public,93443,1,1,0.11836080586080586,0.0,0.45454545454545453,0.5232607144261945
2021,0,Female,1,3,6,49,ICP,0,Public,80343,1,1,0.01098901098901099,0.3,0.45454545454545453,0.44964908041649576
2021,0,Female,1,10,6,221,ISC,0,Public,89931,1,0,0.05036630036630037,1.0,0.45454545454545453,0.5035260534611516
2021,0,Male,1,3,6,304,IFA,0,Public,47949,1,1,0.06936813186813187,0.3,0.45454545454545453,0.2676204336905277
2021,0,Female,1,4,6,60,ICP,0,Public,27986,1,1,0.013507326007326008,0.4,0.45454545454545453,0.15544417035193103
2021,1,Male,1,10,8,82,ICV,0,IndependentNotReligious,46287,1,1,0.018543956043956044,1.0,0.6363636363636364,0.2582813088260911
2021,0,Female,1,10,8,68,IXC,0,Public,68085,1,0,0.015338827838827838,1.0,0.6363636363636364,0.3807688201347486
2021,0,Female,1,9,10,175,ITW,0,IndependentNotReligious,97147,1,1,0.03983516483516483,0.9,0.8181818181818182,0.5440742634622192
2021,0,Male,0,2,7,915,ICA,1,IndependentNotReligious,63795,1,1,0.20924908424908426,0.2,0.5454545454545454,0.35666241479874805
2021,1,Male,1,10,6,106,IRB,0,Public,21276,1,1,0.02403846153846154,1.0,0.45454545454545453,0.11773927995459679
2021,0,Female,1,10,7,85,IOC,0,Public,52092,1,1,0.019230769230769232,1.0,0.5454545454545454,0.2909008153471828
2021,0,Female,1,9,6,455,ISA,1,IndependentNotReligious,72033,1,0,0.10393772893772894,0.9,0.45454545454545453,0.4029534560943128
2021,1,Male,1,9,4,93,IRA,0,Other,89708,1,0,0.021062271062271064,0.9,0.2727272727272727,0.5022729699203758
2021,0,Female,1,4,5,327,ISH,0,Public,62063,1,0,0.07463369963369963,0.4,0.36363636363636365,0.3469299453250993
2021,0,Female,1,7,9,114,ICV,0,Public,45139,1,1,0.025869963369963368,0.7,0.7272727272727273,0.2518304572350122
2021,1,Male,0,1,5,168,ISC,0,Public,47433,1,0,0.038232600732600736,0.1,0.36363636363636365,0.264720921999764
2021,1,Male,1,2,6,161,ITA,0,Public,65715,1,1,0.03663003663003663,0.2,0.45454545454545453,0.3674512955085665
2021,0,Male,1,10,6,105,ISH,0,Public,73439,1,1,0.023809523809523808,1.0,0.45454545454545453,0.4108540635307736
2021,0,Male,0,10,6,192,ICP,1,IndependentNotReligious,82084,1,0,0.043727106227106224,1.0,0.45454545454545453,0.45943212276847173
2021,0,Male,1,9,6,57,ICP,1,Public,43907,1,0,0.01282051282051282,0.9,0.45454545454545453,0.24490759211287866
2021,0,Male,1,10,10,220,ISH,0,IndependentNotReligious,49017,1,0,0.05013736263736264,1.0,0.8181818181818182,0.2736217485853642
2021,1,Female,1,10,6,109,---,1,IndependentNotReligious,40628,1,0,0.024725274725274724,1.0,0.45454545454545453,0.22648220677564185
2021,0,Female,1,8,6,78,ISH,0,Public,65260,1,0,0.017628205128205128,0.8,0.45454545454545453,0.36489455554868766
2021,0,Male,0,3,6,56,ISC,0,Public,47903,1,0,0.012591575091575092,0.3,0.45454545454545453,0.2673619500901883
2021,0,Male,0,3,6,128,IOC,0,Public,49713,1,0,0.029075091575091576,0.3,0.45454545454545453,0.2775327178426734
2021,0,Female,0,10,8,175,ISH,0,Public,85215,1,0,0.03983516483516483,1.0,0.6363636363636364,0.47702586521766005
2021,0,Female,0,10,6,49,IAX,1,IndependentNotReligious,90024,1,0,0.01098901098901099,1.0,0.45454545454545453,0.5040486398705334
2021,0,Male,0,10,6,152,ICP,1,Public,26299,1,0,0.03456959706959707,1.0,0.45454545454545453,0.1459645652699187
2021,0,Male,0,8,6,113,ISH,0,Public,72459,1,0,0.02564102564102564,0.8,0.45454545454545453,0.40534723900180375
2021,0,Female,0,7,6,1174,ITA,0,Public,27900,1,0,0.26854395604395603,0.7,0.45454545454545453,0.15496091840347043
2021,0,Female,1,10,12,34,IRB,0,Public,69695,1,0,0.007554945054945055,1.0,1.0,0.3898157461466276
2021,0,Female,0,3,6,327,ICP,1,Public,62063,1,0,0.07463369963369963,0.3,0.45454545454545453,0.3469299453250993
2021,1,Male,1,10,6,327,ICV,0,IndependentNotReligious,62063,1,0,0.07463369963369963,1.0,0.45454545454545453,0.3469299453250993
2021,0,Female,0,10,6,89,IOC,0,IndependentNotReligious,39319,1,0,0.020146520146520148,1.0,0.45454545454545453,0.21912666258337501
2021,1,Male,1,9,7,134,ICV,0,Public,63819,1,0,0.030448717948717948,0.9,0.5454545454545454,0.3567972758076208
2021,0,Male,1,10,6,150,ISA,0,Public,48924,1,0,0.03411172161172161,1.0,0.45454545454545453,0.2730991621759824
2021,0,Female,0,1,6,37,ICP,0,Public,60077,1,0,0.008241758241758242,0.1,0.45454545454545453,0.3357701968408809
2021,0,Female,1,10,5,157,ISH,0,Public,35660,1,0,0.03571428571428571,1.0,0.36363636363636365,0.19856597793898664
2021,0,Female,0,10,6,481,ICP,0,Public,72863,1,0,0.10989010989010989,1.0,0.45454545454545453,0.4076173993178281
2021,0,Male,0,7,6,227,ISA,0,Public,49204,1,0,0.051739926739926737,0.7,0.45454545454545453,0.2746725406128309
2021,0,Female,0,10,6,9,IFA,0,Public,32972,1,0,0.0018315018315018315,1.0,0.45454545454545453,0.1834615449452408
2021,0,Female,1,9,10,166,IRB,0,Public,81994,1,0,0.03777472527472527,0.9,0.8181818181818182,0.458926393985199
2021,0,Male,1,0,4,90,IRB,0,Public,40887,1,0,0.020375457875457876,0.0,0.2727272727272727,0.22793758182972673
2021,0,Male,0,0,6,563,ISA,0,IndependentNotReligious,70934,1,0,0.12866300366300365,0.0,0.45454545454545453,0.39677794572968234
2021,0,Male,0,5,6,286,ISA,0,Public,49809,1,0,0.06524725274725275,0.5,0.45454545454545453,0.2780721618781643
2021,0,Male,0,10,6,327,IFA,0,Public,62063,1,0,0.07463369963369963,1.0,0.45454545454545453,0.3469299453250993
2021,0,Female,1,9,7,66,ISH,0,IndependentNotReligious,73795,1,0,0.01488095238095238,0.9,0.5454545454545454,0.4128545018290524
2021,0,Female,0,10,6,217,ICP,0,Public,10594,1,0,0.04945054945054945,1.0,0.45454545454545453,0.057714892588825645
2021,0,Female,1,5,3,91,ICM,0,OtherIndependentReligious,50000,1,0,0.020604395604395604,0.5,0.18181818181818182,0.2791454307404431
2021,1,Male,1,5,6,208,ISA,0,IndependentNotReligious,72362,1,0,0.04739010989010989,0.5,0.45454545454545453,0.4048021757576098
2021,0,Male,1,0,6,45,ITA,0,Public,78388,1,0,0.010073260073260074,0.0,0.45454545454545453,0.43866352740207126
2021,0,Male,1,8,9,164,ICM,0,Public,57820,1,0,0.037316849816849816,0.8,0.7272727272727273,0.3230876427981412
2021,0,Male,0,2,6,127,IFA,0,IndependentNotReligious,43969,1,0,0.028846153846153848,0.2,0.45454545454545453,0.24525598305246654
2021,0,Male,1,3,5,225,ICV,1,IndependentNotReligious,46650,1,0,0.05128205128205128,0.3,0.36363636363636365,0.26032108158529116
2021,0,Male,0,7,6,41,ICP,1,IndependentCatholic,68906,1,0,0.009157509157509158,0.7,0.45454545454545453,0.3853821904799366
2021,0,Male,0,3,6,168,ICP,0,IndependentNotReligious,68735,1,0,0.038232600732600736,0.3,0.45454545454545453,0.3844213057917184
2021,0,Female,0,0,6,392,ISA,0,IndependentNotReligious,58525,1,0,0.08951465201465202,0.0,0.45454545454545453,0.3270491849337776
2021,0,Male,0,1,6,73,IOC,0,IndependentNotReligious,65143,1,0,0.016483516483516484,0.1,0.45454545454545453,0.3642371081304331
2021,0,Female,0,5,6,78,ICP,0,Public,65260,1,0,0.017628205128205128,0.5,0.45454545454545453,0.36489455554868766
2021,0,Female,0,3,6,150,ISA,0,Public,44982,1,0,0.03411172161172161,0.3,0.45454545454545453,0.25094824146863637
2021,0,Female,0,10,6,53,ICP,1,Public,80482,1,0,0.011904761904761904,1.0,0.45454545454545453,0.450430150426217
2021,0,Female,1,4,6,39,ICV,0,Public,43841,1,0,0.0086996336996337,0.4,0.45454545454545453,0.24453672433847864
2021,0,Female,0,3,6,195,ISA,0,Public,52018,1,0,0.044413919413919416,0.3,0.45454545454545453,0.2904849939031586
2021,0,Female,1,10,6,65,ICV,0,IndependentNotReligious,47567,1,0,0.014652014652014652,1.0,0.45454545454545453,0.2654738959659701
2021,0,Male,0,10,6,472,ISH,0,Public,78497,1,0,0.10782967032967034,1.0,0.45454545454545453,0.4392760211507016
2021,0,Female,0,0,5,180,ISC,0,Public,56269,1,0,0.04097985347985348,0.0,0.36363636363636365,0.31437225009974096
2021,0,Female,0,0,6,49,IOC,1,Public,54798,1,0,0.01098901098901099,0.0,0.45454545454545453,0.30610639409758317
2021,0,Female,0,5,6,93,IOC,0,Public,89708,1,0,0.021062271062271064,0.5,0.45454545454545453,0.5022729699203758
2021,0,Male,1,8,6,186,IOC,0,IndependentNotReligious,96455,1,0,0.042353479853479856,0.8,0.45454545454545453,0.5401857710397222
2021,0,Male,1,0,6,101,ICV,0,IndependentNotReligious,76855,1,0,0.022893772893772892,0.0,0.45454545454545453,0.4300492804603256
2021,0,Female,0,5,6,282,ISA,0,IndependentNotReligious,56489,1,0,0.06433150183150182,0.5,0.45454545454545453,0.31560847601440767
2021,0,Female,1,10,6,53,ISH,0,Public,54578,1,0,0.011904761904761904,1.0,0.45454545454545453,0.30487016818291646
2021,0,Female,1,10,6,66,ISH,0,Public,59331,1,0,0.01488095238095238,1.0,0.45454545454545453,0.33157826714842015
2021,0,Female,1,3,6,217,ICV,0,IndependentNotReligious,68501,1,0,0.04945054945054945,0.3,0.45454545454545453,0.3831064109552093
2021,0,Male,0,3,3,50,ICA,1,Public,50524,1,0,0.011217948717948718,0.3,0.18181818181818182,0.2820898961008311
2021,0,Male,1,3,6,69,ISH,0,Public,57113,1,0,0.015567765567765568,0.3,0.45454545454545453,0.31911486224509866
2021,0,Male,0,2,3,156,ICM,0,Public,81908,1,0,0.035485347985347984,0.2,0.18181818181818182,0.45844314203673836
2021,0,Female,1,9,5,69,ICV,1,Public,68527,1,0,0.015567765567765568,0.9,0.36363636363636365,0.38325251038148805
2021,0,Female,1,10,5,244,ISC,0,Public,46985,1,0,0.05563186813186813,1.0,0.36363636363636365,0.26220351650080637
2021,1,Female,0,6,5,125,ICM,0,Public,38713,1,0,0.028388278388278388,0.6,0.36363636363636365,0.21572142210933856
2021,0,Female,1,6,6,90,ICV,0,Public,54636,1,0,0.020375457875457876,0.6,0.45454545454545453,0.30519608228769224
2021,0,Female,1,10,9,1045,ITA,0,IndependentNotReligious,99237,1,0,0.23901098901098902,1.0,0.7272727272727273,0.5558184096515528
2021,0,Male,1,8,7,169,ITW,0,Public,61725,1,0,0.038461538461538464,0.8,0.5454545454545454,0.34503065278347506
2021,0,Female,0,4,6,63,ISC,0,IndependentNotReligious,51646,1,0,0.014194139194139194,0.4,0.45454545454545453,0.2883946482656312
2021,0,Male,1,10,1,622,ICV,0,IndependentNotReligious,67836,1,0,0.14217032967032966,1.0,0.0,0.37936963716769406
2021,0,Female,0,3,6,62,ISA,1,Public,34609,1,0,0.013965201465201466,0.3,0.45454545454545453,0.19266018959210163
2021,0,Female,1,10,5,93,ICV,0,Public,48883,1,0,0.021062271062271064,1.0,0.36363636363636365,0.27286877461915815
2021,1,Female,1,10,6,127,IRB,0,Public,43969,1,0,0.028846153846153848,1.0,0.45454545454545453,0.24525598305246654
2021,0,Male,0,9,6,51,ICP,1,IndependentNotReligious,58703,1,0,0.011446886446886446,0.9,0.45454545454545453,0.32804940408291705
2021,0,Female,1,3,6,139,ISH,1,Public,39592,1,0,0.03159340659340659,0.3,0.45454545454545453,0.2206607065593023
2021,1,Male,1,10,6,54,IRB,0,OtherIndependentReligious,105579,1,0,0.012133699633699634,1.0,0.45454545454545453,0.591455431246172
2021,0,Male,1,10,6,415,ICP,0,Public,50012,1,0,0.09478021978021978,1.0,0.45454545454545453,0.2792128612448795
2021,1,Female,0,4,8,46,IRB,0,Public,107915,1,0,0.010302197802197802,0.4,0.6363636363636364,0.6045819027764511
2021,0,Male,0,2,7,198,ITW,0,Public,52526,1,0,0.0451007326007326,0.2,0.5454545454545454,0.293339551924298
2021,0,Male,0,9,6,171,ICP,0,Public,65804,1,0,0.03891941391941392,0.9,0.45454545454545453,0.3679514050831362
2021,0,Male,0,1,6,870,ICP,0,Public,50248,1,0,0.19894688644688643,0.1,0.45454545454545453,0.28053899449879466
2021,0,Female,1,0,6,46,ICP,0,IndependentCatholic,107915,1,0,0.010302197802197802,0.0,0.45454545454545453,0.6045819027764511
2021,0,Male,1,1,7,169,ISH,0,IndependentNotReligious,61725,1,0,0.038461538461538464,0.1,0.5454545454545454,0.34503065278347506
2021,0,Male,0,9,6,505,ISA,0,IndependentNotReligious,82973,1,0,0.11538461538461539,0.9,0.45454545454545453,0.4644275993054658
2021,0,Female,1,10,9,223,IOC,0,Public,79656,1,0,0.050824175824175824,1.0,0.7272727272727273,0.4457886840375138
2021,0,Male,1,10,6,171,ISC,0,Public,78326,1,0,0.03891941391941392,1.0,0.45454545454545453,0.4383151364624834
2021,0,Female,1,10,9,190,ISC,0,Public,80789,1,0,0.04326923076923077,1.0,0.7272727272727273,0.4521552474980473
2021,0,Female,0,2,6,1939,ISA,0,Public,70041,1,0,0.44368131868131866,0.2,0.45454545454545453,0.3917599923578762
2021,0,Male,0,4,6,28,IND,0,Public,41819,1,0,0.006181318681318681,0.4,0.45454545454545453,0.2331746843409511
2021,0,Female,0,10,2,51,ISH,0,IndependentNotReligious,58703,1,0,0.011446886446886446,1.0,0.09090909090909091,0.32804940408291705
2021,0,Female,1,10,10,43,ITW,0,Public,104379,1,0,0.009615384615384616,1.0,0.8181818181818182,0.5847123808025354
2021,0,Female,1,10,6,41,INV,0,Public,77588,1,0,0.009157509157509158,1.0,0.45454545454545453,0.4341681604396469
2021,0,Female,1,5,6,327,ICV,0,IndependentNotReligious,62063,1,0,0.07463369963369963,0.5,0.45454545454545453,0.3469299453250993
2021,0,Female,1,8,6,89,ICV,0,Public,61078,1,0,0.020146520146520148,0.8,0.45454545454545453,0.34139502475261435
2021,0,Male,0,3,6,120,ITA,0,Public,60316,1,0,0.027243589743589744,0.3,0.45454545454545453,0.33711318772090515
2021,0,Male,0,10,7,32,ISC,0,Public,39306,1,0,0.007097069597069597,1.0,0.5454545454545454,0.21905361287023561
2021,0,Male,0,1,6,147,ICP,0,Public,35283,1,0,0.033424908424908424,0.1,0.45454545454545453,0.19644753625794414
2021,0,Male,1,10,5,69,ICV,0,Public,57113,1,0,0.015567765567765568,1.0,0.36363636363636365,0.31911486224509866
2021,1,Female,0,10,8,194,IRA,0,Public,77746,1,0,0.04418498168498169,1.0,0.6363636363636364,0.43505599541472567
2021,1,Female,0,10,4,93,ISA,0,Public,58840,1,0,0.021062271062271064,1.0,0.2727272727272727,0.3288192356752322
2021,0,Female,1,1,6,39,ISH,0,Public,43841,1,0,0.0086996336996337,0.1,0.45454545454545453,0.24453672433847864
2021,0,Female,1,8,3,76,ICM,0,Public,55932,1,0,0.017170329670329672,0.8,0.18181818181818182,0.31247857676681967
2021,0,Female,1,3,6,92,ICP,0,IndependentNotReligious,48026,1,0,0.020833333333333332,0.3,0.45454545454545453,0.268053112760661
2021,0,Female,1,0,6,48,ITW,0,IndependentCatholic,99802,1,0,0.01076007326007326,0.0,0.45454545454545453,0.558993262568765
2021,1,Female,1,10,12,316,IND,0,Public,45273,1,0,0.07211538461538461,1.0,1.0,0.25258343120121823
2021,0,Female,1,3,6,88,ICV,0,Public,50118,1,0,0.019917582417582416,0.3,0.45454545454545453,0.2798084973674007
2021,0,Male,0,10,10,176,ISC,0,Public,83285,1,0,0.04006410256410257,1.0,0.8181818181818182,0.4661807924208113
2021,0,Female,1,9,6,138,ISH,0,Public,45550,1,0,0.031364468864468864,0.9,0.45454545454545453,0.25413995201195766
2021,1,Female,1,10,6,47,ICP,0,Public,57502,1,0,0.010531135531135532,1.0,0.45454545454545453,0.3213007344305775
2021,0,Female,1,2,10,107,ICV,0,IndependentNotReligious,84723,1,0,0.024267399267399268,0.2,0.8181818181818182,0.4742612145357691
2021,0,Female,0,3,6,820,ICP,0,Public,118041,1,0,0.1875,0.3,0.45454545454545453,0.6614820101033373
2021,0,Female,1,10,1,166,IRB,0,Public,81994,1,0,0.03777472527472527,1.0,0.0,0.458926393985199
2021,0,Female,0,10,6,34,ICP,0,Public,42235,1,0,0.007554945054945055,1.0,0.45454545454545453,0.23551227516141177
2021,0,Female,0,10,6,450,ISA,0,Other,79287,1,0,0.10279304029304029,1.0,0.45454545454545453,0.4437151960260956
2021,0,Female,1,10,8,166,ISH,0,Public,81994,1,0,0.03777472527472527,1.0,0.6363636363636364,0.458926393985199
2021,0,Female,0,10,7,43,ISC,0,IndependentNotReligious,104379,1,0,0.009615384615384616,1.0,0.5454545454545454,0.5847123808025354
2021,0,Female,0,10,6,69,ISA,0,IndependentNotReligious,68527,1,0,0.015567765567765568,1.0,0.45454545454545453,0.38325251038148805
2021,0,Male,0,8,6,877,ISA,0,Public,55261,1,0,0.20054945054945056,0.8,0.45454545454545453,0.30870808772708624
2021,1,Female,1,9,8,454,ISA,0,IndependentNotReligious,92514,1,0,0.10370879120879122,0.9,0.6363636363636364,0.5180404695410792
2021,0,Female,0,3,6,102,ITA,0,Public,47818,1,0,0.023122710622710624,0.3,0.45454545454545453,0.2668843173504307
2021,0,Male,1,5,2,157,ITA,0,Public,53166,1,0,0.03571428571428571,0.5,0.09090909090909091,0.2969358454942375
2021,0,Female,1,2,6,66,ICV,0,Public,59331,1,0,0.01488095238095238,0.2,0.45454545454545453,0.33157826714842015
2021,0,Male,1,0,6,48,ISA,0,Public,53234,1,0,0.01076007326007326,0.0,0.45454545454545453,0.2973179516860436
2021,0,Female,1,10,2,69,ICM,0,Public,68527,1,0,0.015567765567765568,1.0,0.09090909090909091,0.38325251038148805
2021,0,Female,0,10,6,114,ISH,0,IndependentNotReligious,56683,1,0,0.025869963369963368,1.0,0.45454545454545453,0.3166986025027956
2021,0,Female,1,10,8,162,IOC,0,IndependentNotReligious,69888,1,0,0.03685897435897436,1.0,0.6363636363636364,0.3909002534263125
2021,0,Female,0,6,6,473,ICP,1,Public,51460,1,0,0.10805860805860806,0.6,0.45454545454545453,0.28734947544686756
2021,0,Female,1,4,6,57,ISA,0,IndependentNotReligious,65391,1,0,0.01282051282051282,0.4,0.45454545454545453,0.3656306718887846
2021,0,Female,1,2,6,41,ICV,0,Public,68906,1,0,0.009157509157509158,0.2,0.45454545454545453,0.3853821904799366
2021,0,Female,0,9,6,88,ICP,0,Public,57807,1,0,0.019917582417582416,0.9,0.45454545454545453,0.32301459308500174
2021,0,Male,1,9,8,123,ISH,0,Public,81960,1,0,0.027930402930402932,0.9,0.6363636363636364,0.45873534088929596
2021,0,Male,0,6,7,125,ISC,0,IndependentNotReligious,58666,1,0,0.028388278388278388,0.6,0.5454545454545454,0.3278414933609049
2021,0,Male,1,3,6,88,IXC,0,IndependentNotReligious,50118,1,0,0.019917582417582416,0.3,0.45454545454545453,0.2798084973674007
2021,1,Male,1,10,3,162,ICV,0,IndependentNotReligious,69888,1,0,0.03685897435897436,1.0,0.18181818181818182,0.3909002534263125
2021,0,Female,1,10,10,214,ICV,0,Public,60763,1,0,0.048763736263736264,1.0,0.8181818181818182,0.33962497401115976
2021,0,Male,1,1,10,166,ICV,0,Public,80228,1,0,0.03777472527472527,0.1,0.8181818181818182,0.44900287141564726
2021,0,Female,1,7,6,161,ICV,0,IndependentNotReligious,68790,1,0,0.03663003663003663,0.7,0.45454545454545453,0.3847303622703851
2021,0,Male,1,3,6,148,ITA,0,Public,76398,1,0,0.03365384615384615,0.3,0.45454545454545453,0.4274813020830407
2021,0,Male,1,10,5,46,ISC,0,Public,51100,1,0,0.010302197802197802,1.0,0.36363636363636365,0.2853265603137766
2021,0,Female,1,6,8,121,ISC,1,Public,59949,1,0,0.027472527472527472,0.6,0.6363636363636364,0.33505093812689296
2021,1,Male,1,8,8,106,IRA,0,Public,47331,1,0,0.02403846153846154,0.8,0.6363636363636364,0.26414776271205487
2021,0,Female,0,3,6,6,ISA,0,Public,41219,1,0,0.0011446886446886447,0.3,0.45454545454545453,0.22980315911913285
2021,0,Male,1,3,8,71,ITA,0,Public,50281,1,0,0.016025641025641024,0.3,0.6363636363636364,0.2807244283859947
2021,1,Female,1,10,10,1900,ICM,0,Public,98462,1,0,0.43475274725274726,1.0,0.8181818181818182,0.5514635229067043
2021,0,Male,1,0,6,490,ISA,0,IndependentNotReligious,58329,1,0,0.11195054945054946,0.0,0.45454545454545453,0.32594782002798367
2021,0,Male,1,6,6,39,ICV,1,IndependentNotReligious,64961,1,0,0.0086996336996337,0.6,0.45454545454545453,0.36321441214648154
2021,0,Female,1,0,6,48,---,0,IndependentNotReligious,53234,1,0,0.01076007326007326,0.0,0.45454545454545453,0.2973179516860436
2021,0,Female,0,3,6,232,ISA,1,IndependentNotReligious,78067,1,0,0.052884615384615384,0.3,0.45454545454545453,0.4368597614083985
2021,0,Female,0,8,6,48,ISH,0,Public,43788,1,0,0.01076007326007326,0.8,0.45454545454545453,0.24423890627721803
2021,0,Female,0,3,6,46,INV,0,IndependentNotReligious,107915,1,0,0.010302197802197802,0.3,0.45454545454545453,0.6045819027764511
2021,1,Male,0,10,6,170,IOC,0,Public,90566,1,0,0.03869047619047619,1.0,0.45454545454545453,0.5070942509875759
2021,0,Female,0,3,6,25,ICV,0,Public,43967,1,0,0.005494505494505495,0.3,0.45454545454545453,0.2452447446350605
2021,0,Female,0,10,3,195,IXC,0,Public,56364,1,0,0.044413919413919416,1.0,0.18181818181818182,0.31490607492652883
2021,0,Female,1,7,6,171,ITW,0,Public,78326,1,0,0.03891941391941392,0.7,0.45454545454545453,0.4383151364624834
2021,1,Male,1,1,5,41,IOC,0,Public,68906,1,0,0.009157509157509158,0.1,0.36363636363636365,0.3853821904799366
2021,0,Male,1,10,7,97,ICV,0,IndependentNotReligious,87496,1,0,0.02197802197802198,1.0,0.5454545454545454,0.4898432802692725
2021,1,Female,1,10,11,103,ICV,0,IndependentNotReligious,93380,1,0,0.023351648351648352,1.0,0.9090909090909091,0.5229067042779035
2021,0,Female,1,10,7,168,IOC,1,Public,84270,1,0,0.038232600732600736,1.0,0.5454545454545454,0.4717157129932963
2021,0,Female,0,3,6,162,ISH,1,Public,111059,1,0,0.03685897435897436,0.3,0.45454545454545453,0.6222486949387788
2021,0,Female,0,4,6,1017,ISA,0,Public,72019,1,0,0.2326007326007326,0.4,0.45454545454545453,0.4028747871724704
2021,0,Male,1,3,6,290,IND,0,Public,44360,1,0,0.06616300366300366,0.3,0.45454545454545453,0.24745309365535145
2021,1,Male,0,8,6,69,ISH,0,Public,68527,1,0,0.015567765567765568,0.8,0.45454545454545453,0.38325251038148805
2021,1,Female,0,9,6,511,ISA,0,IndependentNotReligious,87273,1,0,0.11675824175824176,0.9,0.45454545454545453,0.4885901967284967
2021,0,Female,1,10,6,27,ISH,0,Public,43350,1,0,0.005952380952380952,1.0,0.45454545454545453,0.24177769286529072
2021,0,Female,0,10,4,351,ISH,0,Public,39039,1,0,0.08012820512820513,1.0,0.2727272727272727,0.2175532841465265
2021,0,Male,1,5,6,68,ICV,0,Public,68085,1,0,0.015338827838827838,0.5,0.45454545454545453,0.3807688201347486
